block,uncles_zero,uncles_one,uncles_two,difficulty_median,difficulty_mean,difficulty_p1,difficulty_p5,difficulty_p25,difficulty_p50,difficulty_p75,difficulty_p95,difficulty_p99,timedelta_median,timedelta_mean,timedelta_p1,timedelta_p5,timedelta_p25,timedelta_p50,timedelta_p75,timedelta_p95,timedelta_p99,block_timestamp_date,block_timestamp_time
990000,9290,689,21,1.18421798324595e+13,1.1823477880891717e+13,1.134081891218e+13,1.137477059233e+13,1.1705437316336e+13,1.184217136304e+13,1.1967970677783e+13,1.2179185889209e+13,1.22924574441e+13,12,17.2595,1,2,6,12,23,49,73,2016-02-11,23:24:30
1000000,9305,671,24,1.18827334315605e+13,1.1810274976956729e+13,1.1358381990705e+13,1.1391047390096e+13,1.1505515252235e+13,1.1882730598752e+13,1.1992601702447e+13,1.2446227858313e+13,1.2537175936351e+13,12,17.0983,1,2,6,12,23,49,74,2016-02-13,22:54:13
1010000,9291,680,29,1.2640716144617e+13,1.2679146056633098e+13,1.2280324632215e+13,1.2339827820474e+13,1.2492832353702e+13,1.2640711624713e+13,1.2879007216502e+13,1.3086178759417e+13,1.3129751781192e+13,12,17.3108,1,2,6,12,23,50,75,2016-02-15,22:59:21
1020000,9296,678,26,1.27051074978875e+13,1.2714014577691633e+13,1.2378972982057e+13,1.2426919315692e+13,1.2593142759447e+13,1.2705105983576e+13,1.2850537551173e+13,1.2975405947522e+13,1.3052620940762e+13,13,17.468,1,2,6,13,24,48,75,2016-02-17,23:30:41
1030000,9306,673,21,1.2383901645311e+13,1.2414327743060748e+13,1.1848790005463e+13,1.194789106068e+13,1.2211415182601e+13,1.2383900169291e+13,1.2613349783928e+13,1.2984140884497e+13,1.3048230032861e+13,12,17.2556,1,2,6,12,24,49,75,2016-02-19,23:26:37
1040000,9341,634,25,1.2863251703476e+13,1.2878118949530748e+13,1.2601701466503e+13,1.2638496897321e+13,1.2746723709475e+13,1.2863250170313e+13,1.2977073017992e+13,1.3243552523579e+13,1.3367293526577e+13,12,17.118,1,2,6,12,23,48,73,2016-02-21,22:59:37
1050000,9351,630,19,1.36050476602985e+13,1.3593912560789055e+13,1.3113946922965e+13,1.3182782883548e+13,1.3428609071533e+13,1.3605046038706e+13,1.3782082825156e+13,1.3942813231264e+13,1.3997604089222e+13,12,17.0826,1,2,6,12,23,48,72,2016-02-23,22:26:43
1060000,9363,612,25,1.36087741876055e+13,1.359568731466583e+13,1.3324765209046e+13,1.3363455274335e+13,1.3518733690605e+13,1.3608773899743e+13,1.3691916338435e+13,1.3798112632451e+13,1.3854140658887e+13,13,17.1381,1,2,6,13,23,49,73,2016-02-25,22:03:04
1070000,9353,615,32,1.4452299315019e+13,1.4262929792792393e+13,1.3456360745937e+13,1.3541785683887e+13,1.3803489787053e+13,1.4452232133935e+13,1.4582973205867e+13,1.4671373701221e+13,1.4710586576151e+13,12,17.1156,1,2,6,12,24,48,73,2016-02-27,21:35:40
1080000,9362,611,27,1.48186094457985e+13,1.4839573306385783e+13,1.4491850053433e+13,1.4524906960499e+13,1.4685490464116e+13,1.4818577653123e+13,1.4998733820985e+13,1.5129934949792e+13,1.5178689044679e+13,12,17.4818,1,2,6,12,24,49,77,2016-02-29,22:09:18
1090000,9369,608,23,1.4743171330986e+13,1.4685934894505809e+13,1.4041816599128e+13,1.4091114178228e+13,1.4401686273605e+13,1.4743152001051e+13,1.4901796813938e+13,1.5264832213326e+13,1.533257514066e+13,12,17.1848,1,2,6,12,23,49,73,2016-03-02,21:53:26
1100000,9452,539,9,1.5915680083181e+13,1.5829956734831703e+13,1.5157560967769e+13,1.5209745927998e+13,1.5534430906459e+13,1.591567818614e+13,1.6119416516526e+13,1.6370899163978e+13,1.6442515817516e+13,12,17.2122,1,2,6,12,24,48,74,2016-03-04,21:42:08
1110000,9498,482,20,1.708913990331e+13,1.684156435833607e+13,1.593551536697e+13,1.5981504225104e+13,1.6230924560326e+13,1.7089137866638e+13,1.7302704511959e+13,1.7613732092767e+13,1.76908026081e+13,12,17.0842,1,2,6,12,23,48,74,2016-03-06,21:09:30
1120000,9553,434,13,1.7424608555735e+13,1.7316361215371217e+13,1.6665426637567e+13,1.6721403862952e+13,1.7123657958169e+13,1.7424608549743e+13,1.7515662492511e+13,1.7654790071281e+13,1.7731423180496e+13,12,17.3134,1,2,6,12,24,50,74,2016-03-08,21:15:04
1130000,9575,408,17,1.79074977991695e+13,1.7884517054152543e+13,1.7410845693409e+13,1.7471058987305e+13,1.7770467926906e+13,1.7907495644127e+13,1.8033058764456e+13,1.8184560025099e+13,1.8248749702936e+13,12,17.0575,1,2,6,12,23,48,75,2016-03-10,20:37:59
1140000,9443,538,19,1.884827826973e+13,1.9049038960997035e+13,1.7987056226608e+13,1.8301265931541e+13,1.859213209197e+13,1.8848273776974e+13,1.9601434705568e+13,1.9818502304674e+13,1.9935385389981e+13,12,16.9753,1,2,6,12,23,48,72,2016-03-12,19:47:12
1150000,9444,531,25,2.00724615666655e+13,2.01651722275764e+13,1.929046467112e+13,1.9432458537924e+13,1.9857082480243e+13,2.0072459174353e+13,2.0466225518439e+13,2.0959625283221e+13,2.1123016702783e+13,12,16.9361,1,2,6,12,23,48,74,2016-03-14,18:49:53
1160000,9389,579,32,1.76433105661885e+13,1.7805345399299406e+13,1.7006966793181e+13,1.7108390767449e+13,1.7467948468378e+13,1.764322221292e+13,1.7848429716211e+13,1.9239264317544e+13,2.0333037441664e+13,11,14.6593,1,2,5,11,20,41,62,2016-03-16,11:33:06
1170000,9302,653,45,1.7932801119206e+13,1.80630667603574e+13,1.7310722819937e+13,1.742881479604e+13,1.7768311119336e+13,1.793280111895e+13,1.8220862074402e+13,1.9014184328616e+13,1.9199561046278e+13,10,14.1983,1,2,5,10,19,40,63,2016-03-18,02:59:29
1180000,9270,683,47,1.85698901956125e+13,1.8391698987455117e+13,1.7297176097814e+13,1.7510788923931e+13,1.8112154840056e+13,1.8569750645579e+13,1.8766149276657e+13,1.8883669280684e+13,1.8940067574485e+13,11,14.4091,1,2,5,11,19,40,61,2016-03-19,19:01:00
1190000,9331,635,34,1.9361045478789e+13,1.9300081584817223e+13,1.8651592404474e+13,1.8731541689175e+13,1.9164294898294e+13,1.9361045478533e+13,1.9495757829447e+13,1.9652918851597e+13,1.970134114217e+13,10,14.2852,1,2,5,10,19,41,61,2016-03-21,10:41:52
1200000,9342,624,34,1.9473226685424e+13,1.9493270908952824e+13,1.8832533945387e+13,1.8934736411634e+13,1.9229616841009e+13,1.9473226685168e+13,1.9792896790273e+13,2.0121808877897e+13,2.0280085802798e+13,11,14.3695,1,2,5,11,20,40,58,2016-03-23,02:36:47
1210000,9304,655,41,1.9147743964589e+13,1.911892930914766e+13,1.8060974763784e+13,1.8138011547077e+13,1.8536847041417e+13,1.9147707454233e+13,1.9623980442066e+13,2.0202952616956e+13,2.0432955828244e+13,10,14.3245,1,2,5,10,19,40,62,2016-03-24,18:24:12
1220000,9313,642,45,2.0920327368075e+13,2.0853989663446758e+13,1.9878049290841e+13,1.9994186609366e+13,2.0561781550088e+13,2.0920327367563e+13,2.1149051582225e+13,2.1473764436646e+13,2.1644996625962e+13,10,14.2271,1,2,5,10,19,40,61,2016-03-26,09:55:23
1230000,9328,638,34,2.1828120521937e+13,2.1865433422308113e+13,2.1054362028118e+13,2.1187813805313e+13,2.1506706991211e+13,2.1828120521425e+13,2.215108643153e+13,2.2769722738242e+13,2.3013287962061e+13,10,14.1999,1,2,5,10,19,40,60,2016-03-28,01:22:02
1240000,9374,590,36,2.225782893756e+13,2.2048683023154152e+13,2.0882995976489e+13,2.0978188227362e+13,2.1508436825746e+13,2.2257820976995e+13,2.2486894995159e+13,2.272459372553e+13,2.2891363559486e+13,11,14.4409,1,2,5,11,20,40,60,2016-03-29,17:28:51
1250000,9361,609,30,2.286081832763e+13,2.2940272564347176e+13,2.2279900852753e+13,2.2358815992252e+13,2.257714025723e+13,2.2860801967686e+13,2.3163613142049e+13,2.3798779980331e+13,2.3896817781878e+13,11,14.225,1,2,5,11,19,40,61,2016-03-31,08:59:41
1260000,9348,627,25,2.38262272201695e+13,2.3899985787404062e+13,2.3087653236544e+13,2.3223734137285e+13,2.3560673541441e+13,2.3826210171309e+13,2.423483461281e+13,2.4733682715039e+13,2.4860762377977e+13,10,14.3206,1,2,5,10,19,40,61,2016-04-02,00:46:27
1270000,9322,639,39,2.39417578697885e+13,2.3784475537497066e+13,2.2478438799223e+13,2.2691600340563e+13,2.325444513828e+13,2.3941755017244e+13,2.4206959118634e+13,2.4586292596009e+13,2.4874565202621e+13,10,14.4225,1,2,5,10,19,41,62,2016-04-03,16:50:12
1280000,9312,652,36,2.527256831536e+13,2.521998710064049e+13,2.4007717770741e+13,2.4268363992283e+13,2.4968299337625e+13,2.5272520383591e+13,2.553908110987e+13,2.5861327109691e+13,2.5976158028399e+13,10,14.3195,1,2,5,10,19,40,58,2016-04-05,08:36:47
1290000,9379,587,34,2.56584215118035e+13,2.568277418700526e+13,2.5169493976909e+13,2.5280095324775e+13,2.5524900140515e+13,2.5658398991391e+13,2.582066930612e+13,2.6146810527006e+13,2.6437409232851e+13,11,14.348,1,2,5,11,19,40,61,2016-04-07,00:28:07
1300000,9349,612,39,2.49565881048495e+13,2.5033161197165797e+13,2.4229734844674e+13,2.4302818510722e+13,2.4494384434619e+13,2.4956585803935e+13,2.5366541142097e+13,2.6147827721288e+13,2.6838783908314e+13,10,14.3787,1,2,5,10,19,40,61,2016-04-08,16:24:34
1310000,9382,586,32,2.69936805902715e+13,2.689837949711998e+13,2.5710818170197e+13,2.5862242962067e+13,2.6537300565265e+13,2.6993661290996e+13,2.7350592780733e+13,2.7635675055065e+13,2.7732751817702e+13,10,14.4294,1,2,5,10,19,41,62,2016-04-10,08:29:28
1320000,9365,606,29,2.7058016819408e+13,2.7110805673250137e+13,2.641593606933e+13,2.6547106843622e+13,2.6845196894218e+13,2.7058016818384e+13,2.7364370493001e+13,2.7765596052728e+13,2.7955876882829e+13,10,14.3736,1,2,5,10,19,40,61,2016-04-12,00:25:04
1330000,9376,594,30,2.6739840519078e+13,2.6560281611817617e+13,2.482165289587e+13,2.5075007335487e+13,2.5693585024622e+13,2.6739830957147e+13,2.7299914167884e+13,2.7728483134326e+13,2.789613874854e+13,10,14.2829,1,2,5,10,19,40,62,2016-04-13,16:05:33
1340000,9398,566,36,2.76465676258675e+13,2.756131107865747e+13,2.6633880315165e+13,2.6779454486982e+13,2.7285214366813e+13,2.7646561040557e+13,2.7862299440209e+13,2.8055398560321e+13,2.8166732138901e+13,10,14.4488,1,2,5,10,19,41,62,2016-04-15,08:13:41
1350000,9332,632,36,2.8742493038179e+13,2.873601059994523e+13,2.8000585495462e+13,2.8174381793164e+13,2.8437585636504e+13,2.8742493037155e+13,2.9015855560232e+13,2.9306089091335e+13,2.9419996893187e+13,10,14.2759,1,2,5,10,19,40,62,2016-04-16,23:53:00
1360000,9325,628,47,2.91427792628465e+13,2.8735160852820977e+13,2.7356770011204e+13,2.743529399207e+13,2.7846306521118e+13,2.9142692310008e+13,2.951300972293e+13,2.9878937681646e+13,3.0113984753932e+13,10,14.3692,1,2,5,10,19,41,61,2016-04-18,15:47:52
1370000,9323,639,38,2.97065274989705e+13,2.981971400086345e+13,2.88184101026e+13,2.8910754427355e+13,2.9399258486272e+13,2.970651687572e+13,3.0031677143366e+13,3.1213449061495e+13,3.1383770536723e+13,10,14.3567,1,2,5,10,19,40,63,2016-04-20,07:40:39
1380000,9303,663,34,3.0665943333843e+13,3.0717286580527812e+13,3.0026881391499e+13,3.0177350693839e+13,3.0508846652368e+13,3.0665943332819e+13,3.0944610930235e+13,3.1288829622606e+13,3.1446014962558e+13,11,14.3498,1,2,5,11,20,40,59,2016-04-21,23:32:17
1390000,9334,628,38,3.0374045734231e+13,3.0190131802795887e+13,2.8260858536541e+13,2.8616784946859e+13,2.9490233871617e+13,3.0373998672867e+13,3.0938947219342e+13,3.124916119525e+13,3.1483804309514e+13,10,14.3113,1,2,5,10,19,40,63,2016-04-23,15:17:30
1400000,9291,675,34,3.05867928166145e+13,3.05843345844047e+13,2.9914886183775e+13,3.0066211298745e+13,3.0315966464257e+13,3.0586560783487e+13,3.0861958143035e+13,3.110379018403e+13,3.1269991798909e+13,10.5,14.3735,1,2,5,10,20,40,60,2016-04-25,07:13:05
1410000,9291,671,38,3.17311171301065e+13,3.1751406553159125e+13,3.0633024564139e+13,3.0990230657997e+13,3.131890123612e+13,3.1731098239788e+13,3.2189558276392e+13,3.2512288065675e+13,3.2784996929645e+13,10,14.2784,1,2,5,10,19,40,61,2016-04-26,22:52:49
1420000,9304,666,30,3.1764866964134e+13,3.1455484117034996e+13,2.9999589123437e+13,3.0137264012532e+13,3.0564457792852e+13,3.1764541463805e+13,3.2040651203402e+13,3.2667422191421e+13,3.2878105259913e+13,10,14.4266,1,2,5,10,20,40,62,2016-04-28,14:57:15
1430000,9307,652,41,3.2647776516889e+13,3.2528613309189395e+13,3.1517919927212e+13,3.1629697429922e+13,3.2252138035168e+13,3.2647776514841e+13,3.2884813250076e+13,3.3091097033648e+13,3.3173728799517e+13,10,14.3199,1,2,5,10,19,40,61,2016-04-30,06:43:54
1440000,9343,625,32,3.43445257804375e+13,3.4334323250654875e+13,3.2710871052172e+13,3.3435665857698e+13,3.4125454573011e+13,3.4344448010279e+13,3.4667965196007e+13,3.4953337103576e+13,3.5209649194678e+13,10,14.2431,1,2,5,10,19,40,63,2016-05-01,22:17:45
1450000,9318,647,35,3.32364207860335e+13,3.2950935919387973e+13,3.1227938101604e+13,3.1416201199327e+13,3.1670424876495e+13,3.3236373230414e+13,3.4049906158958e+13,3.4408516437146e+13,3.4627909573316e+13,10,14.4191,1,2,5,10,20,41,61,2016-05-03,14:20:56
1460000,9263,704,33,3.4139706839599e+13,3.4101614356643668e+13,3.3265103800021e+13,3.3457764141097e+13,3.3720298046619e+13,3.4139694642688e+13,3.4351586166867e+13,3.4911283759781e+13,3.5218936451019e+13,11,14.3813,1,2,5,11,19,40,64,2016-05-05,06:17:49
1470000,9280,685,35,3.39498687812875e+13,3.4029233704670758e+13,3.3240759015364e+13,3.3403026589725e+13,3.3750686161041e+13,3.3949820204443e+13,3.4369164916534e+13,3.4708315987912e+13,3.4809364404844e+13,10,14.2393,1,2,5,10,19,40,60,2016-05-06,21:51:02
1480000,9283,673,44,3.4011420206321e+13,3.4130136868374234e+13,3.3211144968447e+13,3.3375074539873e+13,3.374968255329e+13,3.4011408063382e+13,3.4465477827439e+13,3.5168725190744e+13,3.5391766957874e+13,10,14.3675,1,2,5,10,20,41,62,2016-05-08,13:45:37
1490000,9290,666,44,3.49217057553985e+13,3.497628438859518e+13,3.4278063886619e+13,3.4427886252052e+13,3.4693630179508e+13,3.49217016006e+13,3.5207089381573e+13,3.5685538279228e+13,3.6025881431347e+13,10,14.3483,1,2,5,10,19,41,61,2016-05-10,05:37:00
1500000,9224,746,30,3.52870989261925e+13,3.528243284747181e+13,3.3562595805808e+13,3.4040591401649e+13,3.4804364759967e+13,3.5287044222408e+13,3.5809516161679e+13,3.6268326629051e+13,3.6557297101938e+13,11,14.4513,1,2,5,11,20,40,61,2016-05-11,21:45:33
1510000,9234,718,48,3.59375170742475e+13,3.522832130413746e+13,3.2383315086501e+13,3.2651898128973e+13,3.3932336089612e+13,3.593747000612e+13,3.6341550781803e+13,3.698442239366e+13,3.7437951254208e+13,10,14.2702,1,2,5,10,19,40,61,2016-05-13,13:23:55
1520000,9164,780,56,3.6990020696529e+13,3.6957969269758086e+13,3.5778010561362e+13,3.6039605777135e+13,3.6603675817495e+13,3.6989994238346e+13,3.7361134910398e+13,3.7761937457803e+13,3.7908839359959e+13,11,14.4449,1,2,5,11,19,40,61,2016-05-15,05:31:24
1530000,9238,728,34,3.73821390330805e+13,3.731927665166533e+13,3.6061073414277e+13,3.6277355493961e+13,3.6796934230235e+13,3.7382098966507e+13,3.7790477622502e+13,3.8293808962404e+13,3.8462036252888e+13,10,14.3272,1,2,5,10,19,40,60,2016-05-16,21:19:16
1540000,9184,778,38,3.6665604287759e+13,3.689085607370735e+13,3.5578659911433e+13,3.5721300119771e+13,3.627509185101e+13,3.6664407319004e+13,3.7681315613453e+13,3.804462394507e+13,3.8241024477166e+13,11,14.3962,1,2,5,11,20,40,62,2016-05-18,13:18:38
1550000,9243,718,39,3.9270521088604e+13,3.9208155076947984e+13,3.7099020138727e+13,3.7515347878102e+13,3.8828475353846e+13,3.9270507064382e+13,3.9925180193437e+13,4.0405408020222e+13,4.0522991359842e+13,10,14.2198,1,2,5,10,19,40,61,2016-05-20,04:48:36
1560000,9218,751,31,4.0639119936833e+13,4.047145469621856e+13,3.9180924439113e+13,3.944281427319e+13,3.9942527838272e+13,4.0639008530454e+13,4.0924005652014e+13,4.1291162540377e+13,4.1489590198421e+13,10,14.3572,1,2,5,10,19,40,62,2016-05-21,20:41:28
1570000,9255,723,22,3.99854283464855e+13,3.995639126015096e+13,3.8564017856245e+13,3.8707154507319e+13,3.914573751437e+13,3.9983182279903e+13,4.068815805974e+13,4.1232450567291e+13,4.145383280272e+13,10,14.3537,1,2,5,10,19,41,63,2016-05-23,12:33:45
1580000,9189,779,32,4.09660236390935e+13,4.093603901549796e+13,4.0044646613132e+13,4.0226201802373e+13,4.0615541000059e+13,4.0966009024702e+13,4.1261760699503e+13,4.1582437922517e+13,4.1755335721944e+13,10,14.3714,1,2,5,10,20,40,61,2016-05-25,04:28:59
1590000,9150,805,45,4.1494813288594e+13,4.15666836553369e+13,4.0354569264075e+13,4.0531208097755e+13,4.1008557591665e+13,4.1494813284498e+13,4.2075969350694e+13,4.2800494282588e+13,4.3037560252514e+13,10,14.3175,1,2,5,10,19,40,62,2016-05-26,20:15:14
1600000,9154,805,41,4.204601146267e+13,4.207758857831281e+13,4.051441174926e+13,4.0648653090274e+13,4.1382566998907e+13,4.2045981410339e+13,4.2775332219952e+13,4.3562995220054e+13,4.38823377135e+13,11,14.4035,1,2,5,11,19,40,61,2016-05-28,12:15:49
1610000,9191,779,30,4.3478513485439e+13,4.327932460455188e+13,4.1977898069467e+13,4.2146941135754e+13,4.2700783816115e+13,4.3478497964016e+13,4.3764837011476e+13,4.4049793550593e+13,4.4436605488753e+13,10,14.3561,1,2,5,10,19,40,62,2016-05-30,04:08:30
1620000,9228,743,29,4.3492476338116e+13,4.364290318925255e+13,4.2784284560402e+13,4.2898983078468e+13,4.3158355488448e+13,4.3492471169796e+13,4.4063487118856e+13,4.4812402663311e+13,4.538945668746e+13,10,14.29,1,2,5,10,19,40,61,2016-05-31,19:50:10
1630000,9232,744,24,4.2145670676769e+13,4.212635024077442e+13,4.0482175216947e+13,4.0761857776044e+13,4.1712542253014e+13,4.2145670668577e+13,4.265090697661e+13,4.3177888877337e+13,4.3324665048019e+13,10,14.5268,1,2,5,10,19,41,63,2016-06-02,12:11:18
1640000,9213,755,32,4.4750381862357e+13,4.452046811407418e+13,4.1736831132332e+13,4.2348808972616e+13,4.392433315148e+13,4.4750381854165e+13,4.5273928842011e+13,4.5826435026231e+13,4.6184020009799e+13,10,14.227,1,2,5,10,19,41,61,2016-06-04,03:42:28
1650000,9226,747,27,4.49285987282375e+13,4.497821686844939e+13,4.4273778216893e+13,4.4385187330331e+13,4.4647399738771e+13,4.4928588081996e+13,4.5280073182153e+13,4.5688310476662e+13,4.6056981141204e+13,10,14.3606,1,2,5,10,19,41,62,2016-06-05,19:35:54
1660000,9267,711,22,4.5979467281242e+13,4.55412099788222e+13,4.2825109493223e+13,4.3304841663902e+13,4.4455788562874e+13,4.597942359042e+13,4.6518456590967e+13,4.7010435056222e+13,4.7165504065424e+13,10,14.3283,1,2,5,10,19,41,63,2016-06-07,11:23:57
1670000,9250,724,26,4.59196262653165e+13,4.5929910773719516e+13,4.457259924218e+13,4.4852773781283e+13,4.5493310191875e+13,4.5919518253554e+13,4.6380404247464e+13,4.699952364404e+13,4.7298725083364e+13,10,14.2465,1,2,5,10,19,40,61,2016-06-09,02:58:22
1680000,9325,652,23,4.7645112144251e+13,4.783727431760251e+13,4.5832264653177e+13,4.6098974888146e+13,4.7160274604937e+13,4.7645112136059e+13,4.8715037113653e+13,4.9321799071862e+13,4.9708422153961e+13,10,14.3306,1,2,5,10,20,41,60,2016-06-10,18:46:48
1690000,9268,702,30,4.6716422296403e+13,4.673899590322763e+13,4.4758052567107e+13,4.4930694415359e+13,4.5843779109584e+13,4.6716382352354e+13,4.7648856323571e+13,4.8613838924927e+13,4.8993745432939e+13,10,14.3319,1,2,5,10,20,40,62,2016-06-12,10:35:27
1700000,9293,675,32,4.838544662781e+13,4.8637250457795516e+13,4.6314206298821e+13,4.6635313032814e+13,4.786838940069e+13,4.8385446619618e+13,4.9603329309266e+13,5.0687612166063e+13,5.0983137090924e+13,10,14.1722,1,2,5,10,19,39,61,2016-06-14,01:57:29
1710000,9245,722,33,4.9698391236353e+13,4.9639695447456914e+13,4.8293969629815e+13,4.847255683594e+13,4.9124794231032e+13,4.9698391219969e+13,5.0226104357377e+13,5.0595310354875e+13,5.0908022777185e+13,10,14.3246,1,2,5,10,19,41,64,2016-06-15,17:44:55
1720000,9189,781,30,4.9829208573575e+13,4.9949384329067625e+13,4.8804801734731e+13,4.9028185497066e+13,4.9485321702526e+13,4.9829208557191e+13,5.040211794031e+13,5.1093697046069e+13,5.1565088898143e+13,10,14.4266,1,2,5,10,19,40,62,2016-06-17,09:49:21
1730000,8117,1681,202,4.6026099537129e+13,4.609054216983394e+13,4.4690451818173e+13,4.4974644558453e+13,4.5549799203022e+13,4.6026099520745e+13,4.6545893023634e+13,4.7231830553581e+13,4.8666572047469e+13,11,14.6968,1,3,6,11,19,38,57,2016-06-19,02:38:49
1740000,9245,725,30,5.0901583172991e+13,5.059494506445948e+13,4.7708372554088e+13,4.8277768431728e+13,4.9571742197765e+13,5.0901583156607e+13,5.1663666749645e+13,5.2097668158698e+13,5.2394225819827e+13,10,14.141,1,2,5,10,19,40,60,2016-06-20,17:55:39
1750000,9176,793,31,4.9628444766165e+13,4.989319744391757e+13,4.8748672899114e+13,4.8962994040544e+13,4.9284286218205e+13,4.9628421276063e+13,5.0401325320785e+13,5.1531433794899e+13,5.1994511188528e+13,11,14.4369,1,2,5,11,20,40,60,2016-06-22,10:01:48
1760000,9272,704,24,5.3015529349413e+13,5.287148316010935e+13,4.9941512641287e+13,5.0331451019707e+13,5.2162448541959e+13,5.3015523111365e+13,5.3813106306016e+13,5.4443216306432e+13,5.4699151695826e+13,10,14.2955,1,2,5,10,20,40,61,2016-06-24,01:44:23
1770000,9260,715,25,5.3351417695347e+13,5.3208675833324516e+13,5.1244831969307e+13,5.1633724051663e+13,5.2438876307451e+13,5.3351271427047e+13,5.3936864337519e+13,5.4501776556312e+13,5.490468076802e+13,10,14.2221,1,2,5,10,19,40,62,2016-06-25,17:14:44
1780000,9243,722,35,5.39783908175395e+13,5.390843953676908e+13,5.2117863892055e+13,5.2451762194184e+13,5.3191068164503e+13,5.3978223919333e+13,5.4565433378059e+13,5.5253381954097e+13,5.5708102609365e+13,10,14.3399,1,2,5,10,19,41,63,2016-06-27,09:04:43
1790000,9269,705,26,5.5948825004748e+13,5.577489218244916e+13,5.3640406703837e+13,5.4230961655469e+13,5.5376902121174e+13,5.5948818367888e+13,5.6259379400854e+13,5.6938063564731e+13,5.7215740824299e+13,10,14.2987,1,2,5,10,19,40,61,2016-06-29,00:47:50
1800000,9206,743,51,5.5035643608593e+13,5.508946537047814e+13,5.3670492527127e+13,5.3911324923533e+13,5.4607850268485e+13,5.5035569267351e+13,5.5571638283821e+13,5.6271081160441e+13,5.6551088629626e+13,10,14.342,1,2,5,10,19,40,60,2016-06-30,16:38:10
1810000,9255,705,40,5.5626100850515e+13,5.543605980888861e+13,5.212998497039e+13,5.2883860860757e+13,5.4357346771136e+13,5.5625696649889e+13,5.6656244237247e+13,5.7549461877534e+13,5.8035346437021e+13,10,14.3182,1,2,5,10,19,40,61,2016-07-02,08:24:32
1820000,9249,723,28,5.71796233031235e+13,5.7212356135060305e+13,5.5163052440614e+13,5.5429555227064e+13,5.6175510779359e+13,5.7179499948626e+13,5.8062023304825e+13,5.9614633798248e+13,5.9849550756268e+13,10,14.2962,1,2,5,10,19,40,63,2016-07-04,00:07:14
